#@string,string,string,string,ra,dec,string,string,string,string,string,string,string
idx,instrument,detector,propid,target,ra,dec,filter1,filter2,pr_inv,exptime,date-obs,rootname,filename,s_region
67,ACS,WFC,13901,LH95,84.27708299999999,-66.367639,F555W,CLEAR2L,Gouliermis,625,2006-03-02,j9aa01ntq,multiband/13901_LH95/j9aa01ntq_flt.fits,'POLYGON 84.32472327 -66.33380753 84.18565839 -66.3478534 84.21283131 -66.40365569 84.34798291 -66.38854617 84.32472327 -66.33380753 84.32472327 -66.33380753'
68,ACS,WFC,13901,LH95,84.27708299999999,-66.367639,F555W,CLEAR2L,Gouliermis,625,2006-03-02,j9aa01nvq,multiband/13901_LH95/j9aa01nvq_flt.fits,'POLYGON 84.32472327 -66.33380753 84.18565839 -66.3478534 84.21283131 -66.40365569 84.34798291 -66.38854617 84.32472327 -66.33380753 84.32472327 -66.33380753'
69,ACS,WFC,13901,LH95,84.27708299999999,-66.367639,F555W,CLEAR2L,Gouliermis,625,2006-03-02,j9aa01o1q,multiband/13901_LH95/j9aa01o1q_flt.fits,'POLYGON 84.32472327 -66.33380753 84.18565839 -66.3478534 84.21283131 -66.40365569 84.34798291 -66.38854617 84.32472327 -66.33380753 84.32472327 -66.33380753'
70,ACS,WFC,13901,LH95,84.27708299999999,-66.367639,CLEAR1L,F814W,Gouliermis,25,2006-03-06,j9aa02dcq,multiband/13901_LH95/j9aa02dcq_flt.fits,'POLYGON 84.32472327 -66.33380753 84.18565839 -66.3478534 84.21283131 -66.40365569 84.34798291 -66.38854617 84.32472327 -66.33380753 84.32472327 -66.33380753'
71,ACS,WFC,13901,LH95,84.27708299999999,-66.367639,CLEAR1L,F814W,Gouliermis,25,2006-03-06,j9aa02deq,multiband/13901_LH95/j9aa02deq_flt.fits,'POLYGON 84.32472327 -66.33380753 84.18565839 -66.3478534 84.21283131 -66.40365569 84.34798291 -66.38854617 84.32472327 -66.33380753 84.32472327 -66.33380753'
72,ACS,WFC,13901,LH95,84.27708299999999,-66.367639,CLEAR1L,F814W,Gouliermis,37,2006-03-06,j9aa02dgq,multiband/13901_LH95/j9aa02dgq_flt.fits,'POLYGON 84.32472327 -66.33380753 84.18565839 -66.3478534 84.21283131 -66.40365569 84.34798291 -66.38854617 84.32472327 -66.33380753 84.32472327 -66.33380753'
73,ACS,WFC,13901,LH95,84.27708299999999,-66.367639,CLEAR1L,F814W,Gouliermis,37,2006-03-06,j9aa02dkq,multiband/13901_LH95/j9aa02dkq_flt.fits,'POLYGON 84.32472327 -66.33380753 84.18565839 -66.3478534 84.21283131 -66.40365569 84.34798291 -66.38854617 84.32472327 -66.33380753 84.32472327 -66.33380753'
74,ACS,WFC,13901,LH95,84.27708299999999,-66.367639,CLEAR1L,F814W,Gouliermis,37,2006-03-06,j9aa02dmq,multiband/13901_LH95/j9aa02dmq_flt.fits,'POLYGON 84.32472327 -66.33380753 84.18565839 -66.3478534 84.21283131 -66.40365569 84.34798291 -66.38854617 84.32472327 -66.33380753 84.32472327 -66.33380753'
75,ACS,WFC,13901,LH95,84.27708299999999,-66.367639,CLEAR1L,F814W,Gouliermis,37,2006-03-06,j9aa02dqq,multiband/13901_LH95/j9aa02dqq_flt.fits,'POLYGON 84.32472327 -66.33380753 84.18565839 -66.3478534 84.21283131 -66.40365569 84.34798291 -66.38854617 84.32472327 -66.33380753 84.32472327 -66.33380753'
76,ACS,WFC,13901,LH95,84.27708299999999,-66.367639,CLEAR1L,F814W,Gouliermis,625,2006-03-06,j9aa02drq,multiband/13901_LH95/j9aa02drq_flt.fits,'POLYGON 84.32472327 -66.33380753 84.18565839 -66.3478534 84.21283131 -66.40365569 84.34798291 -66.38854617 84.32472327 -66.33380753 84.32472327 -66.33380753'
77,ACS,WFC,13901,LH95,84.27708299999999,-66.367639,CLEAR1L,F814W,Gouliermis,625,2006-03-06,j9aa02dxq,multiband/13901_LH95/j9aa02dxq_flt.fits,'POLYGON 84.32472327 -66.33380753 84.18565839 -66.3478534 84.21283131 -66.40365569 84.34798291 -66.38854617 84.32472327 -66.33380753 84.32472327 -66.33380753'
78,ACS,WFC,13901,LH95,84.27708299999999,-66.367639,CLEAR1L,F814W,Gouliermis,625,2006-03-06,j9aa02dzq,multiband/13901_LH95/j9aa02dzq_flt.fits,'POLYGON 84.32472327 -66.33380753 84.18565839 -66.3478534 84.21283131 -66.40365569 84.34798291 -66.38854617 84.32472327 -66.33380753 84.32472327 -66.33380753'
79,ACS,WFC,13901,LH95,84.27708299999999,-66.367639,CLEAR1L,F814W,Gouliermis,625,2006-03-06,j9aa02e5q,multiband/13901_LH95/j9aa02e5q_flt.fits,'POLYGON 84.32472327 -66.33380753 84.18565839 -66.3478534 84.21283131 -66.40365569 84.34798291 -66.38854617 84.32472327 -66.33380753 84.32472327 -66.33380753'
80,ACS,WFC,13901,LH95,84.27708299999999,-66.367639,CLEAR1L,F814W,Gouliermis,625,2006-03-06,j9aa02e7q,multiband/13901_LH95/j9aa02e7q_flt.fits,'POLYGON 84.32472327 -66.33380753 84.18565839 -66.3478534 84.21283131 -66.40365569 84.34798291 -66.38854617 84.32472327 -66.33380753 84.32472327 -66.33380753'
81,ACS,WFC,13901,LH95,84.27708299999999,-66.367639,CLEAR1L,F814W,Gouliermis,625,2006-03-06,j9aa02edq,multiband/13901_LH95/j9aa02edq_flt.fits,'POLYGON 84.32472327 -66.33380753 84.18565839 -66.3478534 84.21283131 -66.40365569 84.34798291 -66.38854617 84.32472327 -66.33380753 84.32472327 -66.33380753'
82,ACS,WFC,13901,LH95,84.27708299999999,-66.367639,CLEAR1L,F814W,Gouliermis,625,2006-03-06,j9aa02efq,multiband/13901_LH95/j9aa02efq_flt.fits,'POLYGON 84.32472327 -66.33380753 84.18565839 -66.3478534 84.21283131 -66.40365569 84.34798291 -66.38854617 84.32472327 -66.33380753 84.32472327 -66.33380753'
83,ACS,WFC,13901,LH95,84.27708299999999,-66.367639,CLEAR1L,F814W,Gouliermis,625,2006-03-06,j9aa02elq,multiband/13901_LH95/j9aa02elq_flt.fits,'POLYGON 84.32472327 -66.33380753 84.18565839 -66.3478534 84.21283131 -66.40365569 84.34798291 -66.38854617 84.32472327 -66.33380753 84.32472327 -66.33380753'
84,WFC3,UVIS,13901,LMC-FIELD-NE-3,80.35375,-66.07025,F555W,...,Stephens,400,2012-10-29,ic2o04f2q,multiband/13901_LMC-FIELD-NE-3/ic2o04f2q_flt.fits,'POLYGON 80.41024249 -66.04578487 80.29844821 -66.04290629 80.29858424 -66.08825123 80.40922375 -66.09161751 80.41024249 -66.04578487 80.41024249 -66.04578487'
85,WFC3,UVIS,13901,LMC-FIELD-NE-3,80.35375,-66.07025,F814W,...,Stephens,1000,2012-10-29,ic2o04f5q,multiband/13901_LMC-FIELD-NE-3/ic2o04f5q_flt.fits,'POLYGON 80.41024249 -66.04578487 80.29844821 -66.04290629 80.29858424 -66.08825123 80.40922375 -66.09161751 80.41024249 -66.04578487 80.41024249 -66.04578487'
86,WFC3,UVIS,13901,LMC-FIELD-NE-3,80.35375,-66.07025,F555W,...,Stephens,393,2012-10-29,ic2o04fbq,multiband/13901_LMC-FIELD-NE-3/ic2o04fbq_flt.fits,'POLYGON 80.41024249 -66.04578487 80.29844821 -66.04290629 80.29858424 -66.08825123 80.40922375 -66.09161751 80.41024249 -66.04578487 80.41024249 -66.04578487'
87,WFC3,UVIS,13901,LMC-FIELD-NE-3,80.35375,-66.07025,F814W,...,Stephens,1000,2012-10-29,ic2o04fcq,multiband/13901_LMC-FIELD-NE-3/ic2o04fcq_flt.fits,'POLYGON 80.41024249 -66.04578487 80.29844821 -66.04290629 80.29858424 -66.08825123 80.40922375 -66.09161751 80.41024249 -66.04578487 80.41024249 -66.04578487'
88,WFC3,UVIS,13901,LMC-FIELD-NE-3,80.35375,-66.07025,F555W,...,Stephens,400,2012-10-29,ic2o04fgq,multiband/13901_LMC-FIELD-NE-3/ic2o04fgq_flt.fits,'POLYGON 80.41024249 -66.04578487 80.29844821 -66.04290629 80.29858424 -66.08825123 80.40922375 -66.09161751 80.41024249 -66.04578487 80.41024249 -66.04578487'
89,WFC3,UVIS,13901,LMC-FIELD-NE-3,80.35375,-66.07025,F814W,...,Stephens,666,2012-10-29,ic2o04flq,multiband/13901_LMC-FIELD-NE-3/ic2o04flq_flt.fits,'POLYGON 80.41024249 -66.04578487 80.29844821 -66.04290629 80.29858424 -66.08825123 80.40922375 -66.09161751 80.41024249 -66.04578487 80.41024249 -66.04578487'
90,WFC3,IR,13901,LMC-FIELD-NE-3,80.35375,-66.07025,F110W,...,Stephens,299,2012-10-29,ic2o04fpq,multiband/13901_LMC-FIELD-NE-3/ic2o04fpq_flt.fits,'POLYGON 80.40219873 -66.05130877 80.30938022 -66.05115988 80.30808458 -66.08522571 80.40335818 -66.08537505 80.40219873 -66.05130877 80.40219873 -66.05130877'
91,WFC3,IR,13901,LMC-FIELD-NE-3,80.35375,-66.07025,F160W,...,Stephens,499,2012-10-29,ic2o04fsq,multiband/13901_LMC-FIELD-NE-3/ic2o04fsq_flt.fits,'POLYGON 80.41024249 -66.04578487 80.29844821 -66.04290629 80.29858424 -66.08825123 80.40922375 -66.09161751 80.41024249 -66.04578487 80.41024249 -66.04578487'
92,WFC3,IR,13901,LMC-FIELD-NE-3,80.35375,-66.07025,F110W,...,Stephens,299,2012-10-29,ic2o04fuq,multiband/13901_LMC-FIELD-NE-3/ic2o04fuq_flt.fits,'POLYGON 80.40219873 -66.05130877 80.30938022 -66.05115988 80.30808458 -66.08522571 80.40335818 -66.08537505 80.40219873 -66.05130877 80.40219873 -66.05130877'
93,WFC3,IR,13901,LMC-FIELD-NE-3,80.35375,-66.07025,F160W,...,Stephens,499,2012-10-29,ic2o04fxq,multiband/13901_LMC-FIELD-NE-3/ic2o04fxq_flt.fits,'POLYGON 80.41024249 -66.04578487 80.29844821 -66.04290629 80.29858424 -66.08825123 80.40922375 -66.09161751 80.41024249 -66.04578487 80.41024249 -66.04578487'
94,WFC3,IR,13901,LMC-FIELD-NE-3,80.35375,-66.07025,F110W,...,Stephens,299,2012-10-29,ic2o04fzq,multiband/13901_LMC-FIELD-NE-3/ic2o04fzq_flt.fits,'POLYGON 80.40219873 -66.05130877 80.30938022 -66.05115988 80.30808458 -66.08522571 80.40335818 -66.08537505 80.40219873 -66.05130877 80.40219873 -66.05130877'
95,WFC3,IR,13901,LMC-FIELD-NE-3,80.35375,-66.07025,F160W,...,Stephens,499,2012-10-29,ic2o04g2q,multiband/13901_LMC-FIELD-NE-3/ic2o04g2q_flt.fits,'POLYGON 80.41024249 -66.04578487 80.29844821 -66.04290629 80.29858424 -66.08825123 80.40922375 -66.09161751 80.41024249 -66.04578487 80.41024249 -66.04578487'
96,WFC3,IR,13901,LMC-FIELD-NE-3,80.35375,-66.07025,F160W,...,Stephens,599,2012-10-29,ic2o04g4q,multiband/13901_LMC-FIELD-NE-3/ic2o04g4q_flt.fits,'POLYGON 80.41024249 -66.04578487 80.29844821 -66.04290629 80.29858424 -66.08825123 80.40922375 -66.09161751 80.41024249 -66.04578487 80.41024249 -66.04578487'
97,ACS,WFC,13901,LMC-FIELD-NE-3,80.323088,-66.158592,CLEAR1L,F814W,Stephens,1692,2012-10-29,jc2o04f3q,multiband/13901_LMC-FIELD-NE-3/jc2o04f3q_flt.fits,'POLYGON 80.35013432 -66.13083612 80.24761037 -66.16777795 80.29761575 -66.18706123 80.4004031 -66.14903416 80.35013432 -66.13083612 80.35013432 -66.13083612'
98,ACS,WFC,13901,LMC-FIELD-NE-3,80.322972,-66.157923,F555W,CLEAR2L,Stephens,805,2012-10-29,jc2o04f9q,multiband/13901_LMC-FIELD-NE-3/jc2o04f9q_flt.fits,'POLYGON 80.35001778 -66.13016733 80.2474964 -66.16710909 80.29750038 -66.1863924 80.40028517 -66.1483654 80.35001778 -66.13016733 80.35001778 -66.13016733'
99,ACS,WFC,13901,LMC-FIELD-NE-3,80.322972,-66.157923,F555W,CLEAR2L,Stephens,980,2012-10-29,jc2o04fdq,multiband/13901_LMC-FIELD-NE-3/jc2o04fdq_flt.fits,'POLYGON 80.35001778 -66.13016733 80.2474964 -66.16710909 80.29750038 -66.1863924 80.40028517 -66.1483654 80.35001778 -66.13016733 80.35001778 -66.13016733'
100,ACS,WFC,13901,LMC-FIELD-NE-3,80.322857,-66.15725400000001,CLEAR1L,F814W,Stephens,2038,2012-10-29,jc2o04fhq,multiband/13901_LMC-FIELD-NE-3/jc2o04fhq_flt.fits,'POLYGON 80.35013432 -66.13083612 80.24761037 -66.16777795 80.29761575 -66.18706123 80.4004031 -66.14903416 80.35013432 -66.13083612 80.35013432 -66.13083612'
101,ACS,WFC,13901,LMC-FIELD-NE-3,80.322112,-66.158238,CLEAR1L,F814W,Stephens,460,2012-10-29,jc2o04g5q,multiband/13901_LMC-FIELD-NE-3/jc2o04g5q_flt.fits,'POLYGON 80.35013432 -66.13083612 80.24761037 -66.16777795 80.29761575 -66.18706123 80.4004031 -66.14903416 80.35013432 -66.13083612 80.35013432 -66.13083612'
102,WFC3,UVIS,13901,NGC121,6.704167,-71.536111,F438W,...,Monelli,200,2014-10-16,icb001g7q,multiband/13901_NGC121/icb001g7q_flt.fits,'POLYGON ICRS   6.71018345 -71.51027214   6.76356759 -71.55249435   6.69814280 -71.56210490   6.64593879 -71.52001103   6.71018345 -71.51027214'
103,WFC3,UVIS,13901,NGC121,6.704167,-71.536111,F336W,...,Monelli,1061,2014-10-16,icb001g9q,multiband/13901_NGC121/icb001g9q_flt.fits,'POLYGON ICRS   6.71018345 -71.51027214   6.76356759 -71.55249435   6.69814280 -71.56210490   6.64593879 -71.52001103   6.71018345 -71.51027214'
104,WFC3,UVIS,13901,NGC121,6.704167,-71.536111,F814W,...,Monelli,100,2014-10-16,icb001geq,multiband/13901_NGC121/icb001geq_flt.fits,'POLYGON ICRS   6.71018345 -71.51027214   6.76356759 -71.55249435   6.69814280 -71.56210490   6.64593879 -71.52001103   6.71018345 -71.51027214'
105,WFC3,UVIS,13901,NGC121,6.704167,-71.536111,F336W,...,Monelli,1061,2014-10-16,icb001gfq,multiband/13901_NGC121/icb001gfq_flt.fits,'POLYGON ICRS   6.71018345 -71.51027214   6.76356759 -71.55249435   6.69814280 -71.56210490   6.64593879 -71.52001103   6.71018345 -71.51027214'
106,WFC3,UVIS,13901,NGC121,6.704167,-71.536111,F438W,...,Monelli,200,2014-10-16,icb001gjq,multiband/13901_NGC121/icb001gjq_flt.fits,'POLYGON ICRS   6.71018345 -71.51027214   6.76356759 -71.55249435   6.69814280 -71.56210490   6.64593879 -71.52001103   6.71018345 -71.51027214'
107,WFC3,UVIS,13901,NGC121,6.704167,-71.536111,F438W,...,Monelli,200,2014-05-16,icb002w4q,multiband/13901_NGC121/icb002w4q_flt.fits,'POLYGON ICRS   6.67162647 -71.55916977   6.66816366 -71.51395596   6.73902344 -71.51205744   6.74182489 -71.55702487   6.67162647 -71.55916977'
108,WFC3,UVIS,13901,NGC121,6.704167,-71.536111,F336W,...,Monelli,1061,2014-05-16,icb002w6q,multiband/13901_NGC121/icb002w6q_flt.fits,'POLYGON ICRS   6.67162647 -71.55916977   6.66816366 -71.51395596   6.73902344 -71.51205744   6.74182489 -71.55702487   6.67162647 -71.55916977'
109,WFC3,UVIS,13901,NGC121,6.704167,-71.536111,F814W,...,Monelli,100,2014-05-16,icb002wbq,multiband/13901_NGC121/icb002wbq_flt.fits,'POLYGON ICRS   6.67162647 -71.55916977   6.66816366 -71.51395596   6.73902344 -71.51205744   6.74182489 -71.55702487   6.67162647 -71.55916977'
110,WFC3,UVIS,13901,NGC121,6.704167,-71.536111,F336W,...,Monelli,1061,2014-05-16,icb002wcq,multiband/13901_NGC121/icb002wcq_flt.fits,'POLYGON ICRS   6.67162647 -71.55916977   6.66816366 -71.51395596   6.73902344 -71.51205744   6.74182489 -71.55702487   6.67162647 -71.55916977'
111,WFC3,UVIS,13901,NGC121,6.704167,-71.536111,F438W,...,Monelli,200,2014-05-16,icb002wgq,multiband/13901_NGC121/icb002wgq_flt.fits,'POLYGON ICRS   6.67162647 -71.55916977   6.66816366 -71.51395596   6.73902344 -71.51205744   6.74182489 -71.55702487   6.67162647 -71.55916977'
112,ACS,WFC,13901,NGC121,6.7025,-71.53546700000001,CLEAR1L,F814W,Gallagher,10,2006-01-21,j96106rcq,multiband/13901_NGC121/j96106rcq_flt.fits,'POLYGON 6.79002444 -71.51877303 6.6171514 -71.50128436 6.55331703 -71.55442002 6.72382275 -71.57019374 6.79002444 -71.51877303 6.79002444 -71.51877303'
113,ACS,WFC,13901,NGC121,6.7025,-71.53546700000001,CLEAR1L,F814W,Gallagher,10,2006-01-21,j96106req,multiband/13901_NGC121/j96106req_flt.fits,'POLYGON 6.79002444 -71.51877303 6.6171514 -71.50128436 6.55331703 -71.55442002 6.72382275 -71.57019374 6.79002444 -71.51877303 6.79002444 -71.51877303'
114,ACS,WFC,13901,NGC121,6.7025,-71.53546700000001,CLEAR1L,F814W,Gallagher,474,2006-01-21,j96106rfq,multiband/13901_NGC121/j96106rfq_flt.fits,'POLYGON 6.79002444 -71.51877303 6.6171514 -71.50128436 6.55331703 -71.55442002 6.72382275 -71.57019374 6.79002444 -71.51877303 6.79002444 -71.51877303'
115,ACS,WFC,13901,NGC121,6.7025,-71.53546700000001,CLEAR1L,F814W,Gallagher,474,2006-01-21,j96106rhq,multiband/13901_NGC121/j96106rhq_flt.fits,'POLYGON 6.79002444 -71.51877303 6.6171514 -71.50128436 6.55331703 -71.55442002 6.72382275 -71.57019374 6.79002444 -71.51877303 6.79002444 -71.51877303'
116,ACS,WFC,13901,NGC121,6.7025,-71.53546700000001,CLEAR1L,F814W,Gallagher,474,2006-01-21,j96106rjq,multiband/13901_NGC121/j96106rjq_flt.fits,'POLYGON 6.79002444 -71.51877303 6.6171514 -71.50128436 6.55331703 -71.55442002 6.72382275 -71.57019374 6.79002444 -71.51877303 6.79002444 -71.51877303'
117,ACS,WFC,13901,NGC121,6.7025,-71.53546700000001,CLEAR1L,F814W,Gallagher,474,2006-01-21,j96106rlq,multiband/13901_NGC121/j96106rlq_flt.fits,'POLYGON 6.79002444 -71.51877303 6.6171514 -71.50128436 6.55331703 -71.55442002 6.72382275 -71.57019374 6.79002444 -71.51877303 6.79002444 -71.51877303'
118,ACS,WFC,13901,NGC121,6.7025,-71.53546700000001,F555W,CLEAR2L,Gallagher,20,2006-01-21,j96106roq,multiband/13901_NGC121/j96106roq_flt.fits,'POLYGON 6.79002444 -71.51877303 6.6171514 -71.50128436 6.55331703 -71.55442002 6.72382275 -71.57019374 6.79002444 -71.51877303 6.79002444 -71.51877303'
119,ACS,WFC,13901,NGC121,6.7025,-71.53546700000001,F555W,CLEAR2L,Gallagher,20,2006-01-21,j96106rqq,multiband/13901_NGC121/j96106rqq_flt.fits,'POLYGON 6.79002444 -71.51877303 6.6171514 -71.50128436 6.55331703 -71.55442002 6.72382275 -71.57019374 6.79002444 -71.51877303 6.79002444 -71.51877303'
120,ACS,WFC,13901,NGC121,6.7025,-71.53546700000001,F555W,CLEAR2L,Gallagher,496,2006-01-21,j96106rrq,multiband/13901_NGC121/j96106rrq_flt.fits,'POLYGON 6.79002444 -71.51877303 6.6171514 -71.50128436 6.55331703 -71.55442002 6.72382275 -71.57019374 6.79002444 -71.51877303 6.79002444 -71.51877303'
121,ACS,WFC,13901,NGC121,6.7025,-71.53546700000001,F555W,CLEAR2L,Gallagher,496,2006-01-21,j96106rtq,multiband/13901_NGC121/j96106rtq_flt.fits,'POLYGON 6.79002444 -71.51877303 6.6171514 -71.50128436 6.55331703 -71.55442002 6.72382275 -71.57019374 6.79002444 -71.51877303 6.79002444 -71.51877303'
122,ACS,WFC,13901,NGC121,6.7025,-71.53546700000001,F555W,CLEAR2L,Gallagher,496,2006-01-21,j96106rvq,multiband/13901_NGC121/j96106rvq_flt.fits,'POLYGON 6.79002444 -71.51877303 6.6171514 -71.50128436 6.55331703 -71.55442002 6.72382275 -71.57019374 6.79002444 -71.51877303 6.79002444 -71.51877303'
123,ACS,WFC,13901,NGC121,6.7025,-71.53546700000001,F555W,CLEAR2L,Gallagher,496,2006-01-21,j96106rxq,multiband/13901_NGC121/j96106rxq_flt.fits,'POLYGON 6.79002444 -71.51877303 6.6171514 -71.50128436 6.55331703 -71.55442002 6.72382275 -71.57019374 6.79002444 -71.51877303 6.79002444 -71.51877303'
124,ACS,HRC,13901,NGC121,6.7025,-71.53546700000001,F555W,CLEAR2S,Gallagher,25,2005-06-19,j961a4s7q,multiband/13901_NGC121/j961a4s7q_flt.fits,'POLYGON GSC1   5.72748067 -72.03190141   5.77071579 -72.08717446   5.59125563 -72.10353423   5.55410938 -72.04919625   5.72748067 -72.03190141'
125,ACS,HRC,13901,NGC121,6.7025,-71.53546700000001,F555W,CLEAR2S,Gallagher,25,2005-06-19,j961a4s8q,multiband/13901_NGC121/j961a4s8q_flt.fits,'POLYGON GSC1   5.72748067 -72.03190141   5.77071579 -72.08717446   5.59125563 -72.10353423   5.55410938 -72.04919625   5.72748067 -72.03190141'
126,ACS,HRC,13901,NGC121,6.7025,-71.53546700000001,F555W,CLEAR2S,Gallagher,300,2005-06-19,j961a4s9q,multiband/13901_NGC121/j961a4s9q_flt.fits,'POLYGON GSC1   5.72748067 -72.03190141   5.77071579 -72.08717446   5.59125563 -72.10353423   5.55410938 -72.04919625   5.72748067 -72.03190141'
127,ACS,HRC,13901,NGC121,6.7025,-71.53546700000001,F555W,CLEAR2S,Gallagher,300,2005-06-19,j961a4saq,multiband/13901_NGC121/j961a4saq_flt.fits,'POLYGON GSC1   5.72748067 -72.03190141   5.77071579 -72.08717446   5.59125563 -72.10353423   5.55410938 -72.04919625   5.72748067 -72.03190141'
128,ACS,HRC,13901,NGC121,6.7025,-71.53546700000001,F555W,CLEAR2S,Gallagher,300,2005-06-19,j961a4sbq,multiband/13901_NGC121/j961a4sbq_flt.fits,'POLYGON GSC1   5.72748067 -72.03190141   5.77071579 -72.08717446   5.59125563 -72.10353423   5.55410938 -72.04919625   5.72748067 -72.03190141'
129,ACS,HRC,13901,NGC121,6.7025,-71.53546700000001,F555W,CLEAR2S,Gallagher,300,2005-06-19,j961a4scq,multiband/13901_NGC121/j961a4scq_flt.fits,'POLYGON GSC1   5.72748067 -72.03190141   5.77071579 -72.08717446   5.59125563 -72.10353423   5.55410938 -72.04919625   5.72748067 -72.03190141'
130,ACS,HRC,13901,NGC121,6.7025,-71.53546700000001,CLEAR1S,F814W,Gallagher,20,2005-06-19,j961a4sdq,multiband/13901_NGC121/j961a4sdq_flt.fits,'POLYGON GSC1   5.72748067 -72.03190141   5.77071579 -72.08717446   5.59125563 -72.10353423   5.55410938 -72.04919625   5.72748067 -72.03190141'
131,ACS,HRC,13901,NGC121,6.7025,-71.53546700000001,CLEAR1S,F814W,Gallagher,20,2005-06-19,j961a4seq,multiband/13901_NGC121/j961a4seq_flt.fits,'POLYGON GSC1   5.72748067 -72.03190141   5.77071579 -72.08717446   5.59125563 -72.10353423   5.55410938 -72.04919625   5.72748067 -72.03190141'
132,ACS,HRC,13901,NGC121,6.7025,-71.53546700000001,CLEAR1S,F814W,Gallagher,259,2005-06-19,j961a4sfq,multiband/13901_NGC121/j961a4sfq_flt.fits,'POLYGON GSC1   5.72748067 -72.03190141   5.77071579 -72.08717446   5.59125563 -72.10353423   5.55410938 -72.04919625   5.72748067 -72.03190141'
133,ACS,HRC,13901,NGC121,6.7025,-71.53546700000001,CLEAR1S,F814W,Gallagher,259,2005-06-19,j961a4sgq,multiband/13901_NGC121/j961a4sgq_flt.fits,'POLYGON GSC1   5.72748067 -72.03190141   5.77071579 -72.08717446   5.59125563 -72.10353423   5.55410938 -72.04919625   5.72748067 -72.03190141'
134,ACS,HRC,13901,NGC121,6.7025,-71.53546700000001,CLEAR1S,F814W,Gallagher,259,2005-06-19,j961a4shq,multiband/13901_NGC121/j961a4shq_flt.fits,'POLYGON GSC1   5.72748067 -72.03190141   5.77071579 -72.08717446   5.59125563 -72.10353423   5.55410938 -72.04919625   5.72748067 -72.03190141'
135,ACS,HRC,13901,NGC121,6.7025,-71.53546700000001,CLEAR1S,F814W,Gallagher,259,2005-06-19,j961a4siq,multiband/13901_NGC121/j961a4siq_flt.fits,'POLYGON GSC1   5.72748067 -72.03190141   5.77071579 -72.08717446   5.59125563 -72.10353423   5.55410938 -72.04919625   5.72748067 -72.03190141'
136,ACS,WFC,13901,NGC121,6.704167,-71.536111,CLEAR1L,F814W,Monelli,100,2014-10-16,jcb001g8q,multiband/13901_NGC121/jcb001g8q_flt.fits,'POLYGON ICRS   6.71018345 -71.51027214   6.76356759 -71.55249435   6.69814280 -71.56210490   6.64593879 -71.52001103   6.71018345 -71.51027214'
137,ACS,WFC,13901,NGC121,6.704167,-71.536111,CLEAR1L,F814W,Monelli,500,2014-10-16,jcb001gaq,multiband/13901_NGC121/jcb001gaq_flt.fits,'POLYGON ICRS   6.71018345 -71.51027214   6.76356759 -71.55249435   6.69814280 -71.56210490   6.64593879 -71.52001103   6.71018345 -71.51027214'
138,ACS,WFC,13901,NGC121,6.704167,-71.536111,F475W,CLEAR2L,Monelli,500,2014-10-16,jcb001ggq,multiband/13901_NGC121/jcb001ggq_flt.fits,'POLYGON ICRS   6.71018345 -71.51027214   6.76356759 -71.55249435   6.69814280 -71.56210490   6.64593879 -71.52001103   6.71018345 -71.51027214'
139,ACS,WFC,13901,NGC121,6.704167,-71.536111,F475W,CLEAR2L,Monelli,90,2014-10-16,jcb001gkq,multiband/13901_NGC121/jcb001gkq_flt.fits,'POLYGON ICRS   6.71018345 -71.51027214   6.76356759 -71.55249435   6.69814280 -71.56210490   6.64593879 -71.52001103   6.71018345 -71.51027214'
140,ACS,WFC,13901,NGC121,6.704167,-71.536111,CLEAR1L,F814W,Monelli,100,2014-05-16,jcb002w5q,multiband/13901_NGC121/jcb002w5q_flt.fits,'POLYGON ICRS   6.67162647 -71.55916977   6.66816366 -71.51395596   6.73902344 -71.51205744   6.74182489 -71.55702487   6.67162647 -71.55916977'
141,ACS,WFC,13901,NGC121,6.704167,-71.536111,CLEAR1L,F814W,Monelli,500,2014-05-16,jcb002w7q,multiband/13901_NGC121/jcb002w7q_flt.fits,'POLYGON ICRS   6.67162647 -71.55916977   6.66816366 -71.51395596   6.73902344 -71.51205744   6.74182489 -71.55702487   6.67162647 -71.55916977'
142,ACS,WFC,13901,NGC121,6.704167,-71.536111,F475W,CLEAR2L,Monelli,500,2014-05-16,jcb002wdq,multiband/13901_NGC121/jcb002wdq_flt.fits,'POLYGON ICRS   6.67162647 -71.55916977   6.66816366 -71.51395596   6.73902344 -71.51205744   6.74182489 -71.55702487   6.67162647 -71.55916977'
143,ACS,WFC,13901,NGC121,6.704167,-71.536111,F475W,CLEAR2L,Monelli,90,2014-05-16,jcb002whq,multiband/13901_NGC121/jcb002whq_flt.fits,'POLYGON ICRS   6.67162647 -71.55916977   6.66816366 -71.51395596   6.73902344 -71.51205744   6.74182489 -71.55702487   6.67162647 -71.55916977'
144,WFC3,UVIS,13901,NGC1651,69.38833299999999,-70.588889,F475W,...,Girardi,120,2011-10-16,ibhy23nyq,multiband/13901_NGC1651/ibhy23nyq_flt.fits,'POLYGON 69.45137407 -70.56077085 69.31472765 -70.56068283 69.32329434 -70.60589944 69.45865687 -70.60649993 69.45137407 -70.56077085 69.45137407 -70.56077085'
